text,date,location,polarity,subjectivity,classification
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:08:33 +0000 2021,Dun Laoghaire-Rathdown,0.6,0.8,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:08:46 +0000 2021,"Cardiff, Wales",0.6,0.8,Positive
Stocks making the biggest moves in the premarket  $SPCE $DNUT $APO $JNJ $X $VZ $TSLA $GSK $PNC,Fri Jul 02 12:08:50 +0000 2021,"Chicago, IL",0.0,0.0,Neutral
Jack and Jennifer’s wedding ceremony. How can I forget to put that 🤦🏼‍♀️ JnJ Days,Fri Jul 02 11:45:26 +0000 2021,𝑊𝑖𝑠𝑐𝑜𝑛𝑠𝑖𝑛,0.0,0.0,Neutral
🚨Three Portarlington pharmacies are now listed on the HSE website offering the Janssen single-dose COVID-19 vaccine…,Fri Jul 02 11:45:36 +0000 2021,Portarlington,0.0,0.0,Neutral
Seeing understandable hesitancy about Janssen (J&amp;J) vs waiting for mRNA vaccines. But just for reassurance,,,,,
"- J&amp;J is highly…""",Fri Jul 02 11:45:48 +0000 2021,Dublin/Dún na nGall,0.0,0.0,Neutral
"Are you aged between 18-34 and want to work as a waiter without dying? If so, register for Janssen on Monday",Fri Jul 02 11:45:50 +0000 2021,the egde of my seat,-0.1,0.4,Negative
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 12:05:06 +0000 2021,Ireland Is Where I Call Home,0.0,0.4,Neutral
People aged 18 to 34 can get a Janssen single-dose COVID-19 vaccine in a pharmacy from Monday 5 July. For more information and…,Fri Jul 02 12:05:08 +0000 2021,Ireland,0.2,0.45,Positive
"From Monday, 5 July 2021, people aged 18 - 34 can choose to get vaccinated with the single-shot Janssen from their loca…",Fri Jul 02 12:05:11 +0000 2021,"Sligo, Ireland",-0.1,0.4,Negative
Programme acceleration DeltaVariant,,,,,
"Under-35s may be offered one-shot Janssen vaccine""",Fri Jul 02 12:05:17 +0000 2021,Estados Unidos,0.0,0.0,Neutral
". From next Monday, people aged 18-34 can register with pharmacies to opt-in for the Janssen single-dose vaccine.",Fri Jul 02 08:43:55 +0000 2021,Dublin,-0.05,0.2,Negative
Glad the govt have taken my request on board and given young people an opportunity to get their vaccine in pharmacies…,Fri Jul 02 08:43:59 +0000 2021,"Dublin, Ireland",0.3,0.7,Positive
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:44:03 +0000 2021,"South Dublin, Ireland",0.375,0.875,Positive
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 08:44:22 +0000 2021,"Galway, Ireland",0.0,0.0,Neutral
[Thread] 1. How many JnJ/Pfizer jabs has SA received? ,,,,,
JnJ 300 000 (17 Jun) + 1, 253, 600 (24 Jun) = 1, 553, 600,
"Pfizer 3…""",Tue Jun 29 13:09:30 +0000 2021,📍🇦🇺,0.5,0.5,Positive
Life Stinks Ceramic Mug  hoodies sweatshirt Coffee Mugs JnJ Gifts JnJGiftsnCrafts Etsy…,Tue Jun 29 13:09:38 +0000 2021,"Indianapolis, Indiana",-0.6,0.5,Negative
3. How many JnJ and Pfizer doses do we have left? ,,,,,
By 5pm on June 28 ,,,,,
7, 430, 510 (all the doses we’ve received) - 2," 308…""",Tue Jun 29 13:09:39 +0000 2021,south africa
4. How many more COVID19 jab doses are coming? ,,,,,
Q 3 8, 519, 940 Pfizer doses; 9, 100, 000 JnJ,
Q 4 6, 996," 600 Pfizer; 19…""",Tue Jun 29 13:09:41 +0000 2021,south africa,0.5
"Are you aged between 18-34 and gasping for a pint and a shift? If so, register for Janssen on Monday",Fri Jul 02 11:38:57 +0000 2021,Dublin,-0.1,0.4,Negative
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 11:39:00 +0000 2021,Dublin,0.0,0.4,Neutral
I put together a list of pharmacies offering Janssen vaccines to 18-34 year olds from next Monday - I compiled this for…,Fri Jul 02 11:39:00 +0000 2021,London,0.0,0.0,Neutral
"[Thread] 1. Glenda Gray,   How effective are different COVID vaccines @ the Beta variant (B.1.351)?",,,,,
* JnJ 64%,,,,,
"* Nov…""",Fri Jul 02 11:39:12 +0000 2021,"Johannesburg, South Africa",0.3,0.7,Positive
"Johnson &amp; Johnson’s vaccine has a good efficacy against Beta and probably Delta too, which even increased over ti…",Fri Jul 02 12:09:25 +0000 2021,"Knokke,a spot in this Universe",0.7,0.6000000000000001,Positive
Outlander Inspired Dinna Fash short sleeve t-shirt  T Shirts sweatshirt Outlander Inspire…,Fri Jul 02 12:09:38 +0000 2021,"Indianapolis, Indiana",0.0,0.3,Neutral
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:09:47 +0000 2021,"Kerry, Ireland",0.6,0.8,Positive
Good delta news from,Fri Jul 02 12:09:51 +0000 2021,"Dublin, Ireland",0.7,0.6000000000000001,Positive
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 08:41:58 +0000 2021,Ireland,0.0,0.4,Neutral
"💉 Community pharmacies can begin issuing Janssen vaccines to 18-34-year-olds from MONDAY,  tells …",Fri Jul 02 08:42:13 +0000 2021,"Galway, Ireland",0.0,0.0,Neutral
All the Cork pharmacies giving single-shot Janssen vaccines to over-18s from Monday,Fri Jul 02 08:42:17 +0000 2021,"Cork, Ireland",0.0,0.0,Neutral
Pharmacy Services - list of pharmacies offering the Janssen one shot Covid vaccine to 18-34 year olds,Fri Jul 02 08:42:22 +0000 2021,"Limerick, Ireland",0.0,0.0,Neutral
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 11:48:55 +0000 2021,Ireland,0.0,0.4,Neutral
About fucking time. Ireland is finally catching up...,Fri Jul 02 11:49:09 +0000 2021,"Dublin, Ireland",0.0,0.8500000000000001,Neutral
This is pretty cool for the J&amp;J vaccine. A single dose strategy that maintains high titers against the delta variant (…,Fri Jul 02 11:49:14 +0000 2021,Sydney,0.17214285714285715,0.6010714285714285,Positive
"What happened to the supposed ""vaccine hesitancy"" of young people? 🤔",Fri Jul 02 11:49:15 +0000 2021,"Offaly, Ireland",0.1,0.4,Positive
Benjamin Button getting his vaccination,Fri Jul 02 11:36:26 +0000 2021,"Dublin City, Ireland",0.0,0.0,Neutral
We Janssen vaccine effectiveness against the Delta variant.,,,,,
"Public Health England can’t do this because the UK has…""",Fri Jul 02 11:36:27 +0000 2021,Estados Unidos,0.0,0.06666666666666667,Neutral
People aged 18 to 34 can get a Janssen single-dose COVID-19 vaccine in a pharmacy from Monday 5 July. For more information and…,Fri Jul 02 11:36:43 +0000 2021,Mullingar Ireland,0.2,0.45,Positive
Stick a big ol’ Janssen sticker on a horsebox and just shoot it straight into our mouths xo,Fri Jul 02 11:36:54 +0000 2021,"Manchester, England",0.1,0.25,Positive
NIAC hasn’t - but J&amp;J released some of its own research yesterday,Fri Jul 02 11:57:57 +0000 2021,Dublin/Waterford,0.6,1.0,Positive
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 11:58:03 +0000 2021,"Wicklow, Ireland",0.0,0.4,Neutral
J&amp;J confirmed affective against Delta (as well as the others which were known to be effective some time ago!),Fri Jul 02 11:58:10 +0000 2021,"Florida, USA",0.575,0.9,Positive
"👏👏👏👍 great news, received the Janssen myself with no side effects.",Fri Jul 02 11:58:16 +0000 2021,"Dublin City, Ireland",0.8,0.75,Positive
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 07:57:04 +0000 2021,"Dublin, Ireland",0.0,0.0,Neutral
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 07:57:09 +0000 2021,Ireland,0.0,0.0,Neutral
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 07:57:17 +0000 2021,"Dublin, Ireland.",0.0,0.0,Neutral
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 07:57:23 +0000 2021,Dublin,0.0,0.0,Neutral
"ICYMI The  will host two upcoming COVID-19 vaccination clinics . July 1st and 6th, 8 a.m. to 4…",Wed Jun 30 18:05:05 +0000 2021,"Nevada, USA",0.0,0.0,Neutral
"LATEST VaccineRollOutSA stats (5pm, 30 Jun) ",,,,,
Fun fact Today we crossed the 3-million mark for doses administered,,,,,
"1. Tota…""",Wed Jun 30 18:05:09 +0000 2021,Global citizen,0.4,0.55,Positive
5% of the South African population has received a vaccine.,Wed Jun 30 18:05:23 +0000 2021,Johannesburg,0.0,0.0,Neutral
"$CLSH On May 17, 2021, the Company announced its availability for trading on Canadian investment management platform, Weal…",Wed Jun 30 18:05:24 +0000 2021,"Washington, DC",0.0,0.0,Neutral
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:18:52 +0000 2021,Nigeria @ClssyWorldClot1,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:18:53 +0000 2021,Some where in the 🌍,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:18:54 +0000 2021,"Port Harcourt, Nigeria",0.55,0.7000000000000001,Positive
Reminder - recognise lots of data constantly single dose J and J shown to have 85%reduction of severe disease and dea…,Wed Jun 30 08:29:34 +0000 2021,"Rustenburg, South Africa",-0.07142857142857142,0.21428571428571427,Negative
"I am grateful to  for donating 2.5 million Janssen vaccines to Colombia, and those who helped with this effort, inc…",Wed Jun 30 08:29:35 +0000 2021,"Bogotá, D.C., Colombia",0.0,0.0,Neutral
Reminder - recognise lots of data constantly single dose J and J shown to have 85%reduction of severe disease and dea…,Wed Jun 30 08:29:36 +0000 2021,"Johannesburg, South Africa",-0.07142857142857142,0.21428571428571427,Negative
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:18:16 +0000 2021,"Mumbai, India",0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:18:20 +0000 2021,Other side of fear 🤓,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:18:24 +0000 2021,"Akure, Nigeria",0.55,0.7000000000000001,Positive
Wait...,,,,,
What?,,,,,
Is this for real?,,,,,
"cc""",Mon Jun 28 13:20:57 +0000 2021,"Durham, Ontario",0.2,0.30000000000000004,Positive
ppl &amp; the media talking about sunggyu but at what cost..........,Mon Jun 28 13:21:05 +0000 2021,she/her,0.0,0.0,Neutral
Because there's nothing to say to guide people - this is all based on the idea that the JNJ vaccine will lose efficac…,Mon Jun 28 13:21:23 +0000 2021,"Fort Frances, Ontario, Canada",0.0,0.0,Neutral
Sunggyu is getting too much attention because they assume it’s the 1st breakthrough case in Korea after getting the Johnson &amp;…,Mon Jun 28 13:21:33 +0000 2021,she/her,0.2,0.2,Positive
"What happened to the supposed ""vaccine hesitancy of young people? 🤔",Fri Jul 02 11:37:27 +0000 2021,"Galway, Ireland 🇮🇪 | he/him",0.1,0.4,Positive
$JNJ J&amp;J Gains As Vaccine Shows Promise Against Delta Variant,Fri Jul 02 11:37:35 +0000 2021,Chicago,0.0,0.0,Neutral
If only the pharmacies got warning before telling everyone they could have been more organised rather then coming i…,Fri Jul 02 11:37:45 +0000 2021,Dublin,0.25,0.75,Positive
COVAX urges all governments for equal recognition of COVID-19 vaccines for travel $PFE $BNTX $MRNA $AZN $JNJ,Fri Jul 02 11:37:47 +0000 2021,"New York, NY",0.0,0.25,Neutral
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months a…",Fri Jul 02 12:05:29 +0000 2021,"Dublin, Ireland",0.6,0.8,Positive
Pharmacists say their phones have been absolutely crazy this morning. Clearly a lot of early interest in the Janssen from…,Fri Jul 02 12:05:36 +0000 2021,✖unverifiable account✖,-0.1333333333333333,0.5277777777777778,Negative
"I’ve asked this before. What do cops do? On a daily basis, besides stamping affidavits? Akunancondo ku le cowntry. Meanwhile…",Fri Jul 02 12:05:39 +0000 2021,"Pretoria, South Africa",0.0,0.0,Neutral
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:06:00 +0000 2021,Dublin,0.6,0.8,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:06:11 +0000 2021,Stuck in Ireland,0.6,0.8,Positive
Most welcome news &amp; so important in meeting the government ambition to have substantial increase in on-site activit…,Fri Jul 02 12:06:21 +0000 2021,"Fumbally Square, Dublin 8, DO8 XYA5",0.5666666666666668,0.7999999999999999,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:35:26 +0000 2021,Mars,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:35:28 +0000 2021,Your Ears,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:35:46 +0000 2021,"Lagos, Nigeria",0.6,0.9,Positive
This is good news for our younger people.,Fri Jul 02 08:43:03 +0000 2021,"Kildare, Ireland",0.35,0.30000000000000004,Positive
Ireland Cabinet to consider proposal to limit indoor dining to fully-vaccinated people Use of AstraZeneca and Jan…,Fri Jul 02 08:43:06 +0000 2021,Estados Unidos,0.0,0.0,Neutral
I turned 35 and this is how the government celebrates it 🤣😞😭,Fri Jul 02 08:43:09 +0000 2021,"Kildare, Ireland",0.0,0.0,Neutral
"[Thread] 1. Glenda Gray,   How effective are different COVID vaccines @ the Beta variant (B.1.351)?",,,,,
* JnJ 64%,,,,,
"* Nov…""",Fri Jul 02 08:43:11 +0000 2021,Cape Town,0.3,0.7,Positive
"Johnson &amp; Johnson’s vaccine has a good efficacy against Delta, which even increased over time(-&gt;8m). ",,,,,
"The “Ensembl…""",Fri Jul 02 11:57:25 +0000 2021,"Knokke,a spot in this Universe",0.7,0.6000000000000001,Positive
People aged 18 to 34 can get a Janssen single-dose COVID-19 vaccine in a pharmacy from Monday 5 July. For more information and…,Fri Jul 02 11:57:26 +0000 2021,Ireland,0.2,0.45,Positive
ATTN HIGH SCHOOL PLAYERS Summer camps are BACK this August at Bob Janssen!!,,,,,
We have a camp for just pitchers," and…""",Fri Jul 02 11:57:51 +0000 2021,Estados Unidos,0.08,0.26999999999999996
"8. How many 2nd Pfizer doses have we used? ’s dashboard doesn't tell us, because the  figures combine all the doses…",Wed Jun 30 18:12:32 +0000 2021,Bassonia Estate,0.25,0.25,Positive
"11. Reason 3 Anban Pillay says because we’ve only had Pfizer jabs until recently, many sites, e.g. in rural areas, that wer…",Wed Jun 30 18:12:38 +0000 2021,Bassonia Estate,0.16666666666666666,0.5,Positive
12. When will we start to roll out JnJ at normal sites vs. only to essential worker groups? Anban Pillay says this will happ…,Wed Jun 30 18:12:40 +0000 2021,Bassonia Estate,0.049999999999999996,0.65,Positive
Dutch update,,,,,
- DeltaVariant now dominant, infections will start rising by mid-July. ,,,,
"- Youngsters who take Janssen va…""",Fri Jul 02 19:49:58 +0000 2021,The Netherlands,0.0,0.0,Neutral
"New data show our single-shot COVID19 vaccine generated strong, persistent activity against rapidly spreading Delta variant &amp;…",Fri Jul 02 19:50:03 +0000 2021,Laughen waves,0.2848484848484848,0.5939393939393939,Positive
"Oh good. It’s like last night’s leftovers, we can freeze it for a while before we dump it",Fri Jul 02 19:50:04 +0000 2021,👒Southern Belle👒👸🏼,0.35,0.33333333333333337,Positive
"Are you aged between 18-34 and want to work as a waiter without dying? If so, register for Janssen on Monday",Fri Jul 02 11:45:57 +0000 2021,"Cork, Ireland",-0.1,0.4,Negative
Pharmacists say their phones have been absolutely crazy this morning. Clearly a lot of early interest in the Janssen from…,Fri Jul 02 11:46:12 +0000 2021,"Offaly, Ireland",-0.1333333333333333,0.5277777777777778,Negative
Johnson and Johnson has delivered in total 2 million doses including the Sisonke doses. The 1.2 million doses delivered last…,Fri Jul 02 11:46:13 +0000 2021,"Kempton Park, South Africa",0.0,0.75,Neutral
"2. Early lab data shows that the JnJ vaccine works against both the Beta and Delta variants, but better against the DeltaVa…",Fri Jul 02 08:40:00 +0000 2021,"Cape Town, South Africa",0.3,0.4,Positive
Glad the govt have taken my request on board and given young people an opportunity to get their vaccine in pharmacies…,Fri Jul 02 08:40:07 +0000 2021,"Youghal, Co. Cork, Ireland",0.3,0.7,Positive
4. This slide shows how the JnJ jab works @ the Beta + DeltaVariants (Beta = B.1.351; Delta = B.1. 617.2). Why don't we hav…,Fri Jul 02 08:40:18 +0000 2021,"Cape Town, South Africa",0.0,0.0,Neutral
"[Thread] 1. Glenda Gray,   How effective are different COVID vaccines @ the Beta variant (B.1.351)?",,,,,
* JnJ 64%,,,,,
"* Nov…""",Fri Jul 02 20:01:09 +0000 2021,"Johannesburg, South Africa",0.3,0.7,Positive
"J&amp;J puts out real-world data on their vaccine. As suspected from phase I/II clinical trial data &amp; phase 3, good activity…",Fri Jul 02 20:01:13 +0000 2021,"London, England",0.7,0.6000000000000001,Positive
"Oh good. It’s like last night’s leftovers, we can freeze it for a while before we dump it",Fri Jul 02 20:01:17 +0000 2021,"New England Mass , USA",0.35,0.33333333333333337,Positive
"Are you aged between 18-34 and gasping for a pint and a shift? If so, register for Janssen on Monday",Fri Jul 02 11:43:27 +0000 2021,Director Smartheat Longford,-0.1,0.4,Negative
⚠️Vaccine update for 18-34 year olds,,,,,
- From Monday 5th July you can get a Janssen vaccine in a pharmacy,,,,,
"- From Monday 12th…""",Fri Jul 02 11:43:31 +0000 2021,Ireland/Kosovo,0.0,0.0,Neutral
This is pretty cool for the J&amp;J vaccine. A single dose strategy that maintains high titers against the delta variant (…,Fri Jul 02 11:43:38 +0000 2021,"Cambridge, UK",0.17214285714285715,0.6010714285714285,Positive
[Thread] 1. How many JnJ/Pfizer jabs has SA received? ,,,,,
JnJ 300 000 (17 Jun) + 1, 253, 600 (24 Jun) = 1, 553, 600,
"Pfizer 3…""",Tue Jun 29 13:13:48 +0000 2021,"Cape Town, South Africa",0.5,0.5,Positive
3. How many JnJ and Pfizer doses do we have left? ,,,,,
By 5pm on June 28 ,,,,,
7, 430, 510 (all the doses we’ve received) - 2," 308…""",Tue Jun 29 13:13:54 +0000 2021,"Cape Town, South Africa"
"Too many Norwegians are getting the Janssen vaccine, according to a 🇳🇴 vaccine researcher. He sees ‘no reasons that can j…",Tue Jun 29 13:13:54 +0000 2021,Norway,0.5,0.5,Positive
"8. How many 2nd Pfizer doses have we used? ’s dashboard doesn't tell us, because the  figures combine all the doses…",Tue Jun 29 13:06:57 +0000 2021,"Johannesburg, South Africa",0.25,0.25,Positive
"8. How many 2nd Pfizer doses have we used? ’s dashboard doesn't tell us, because the  figures combine all the doses…",Tue Jun 29 13:06:58 +0000 2021,Johannesburg,0.25,0.25,Positive
"11. Reason 3 Anban Pillay says because we’ve only had Pfizer jabs until recently, many sites, e.g. in rural areas, that wer…",Tue Jun 29 13:07:09 +0000 2021,Johannesburg,0.16666666666666666,0.5,Positive
Sunggyu is getting too much attention because they assume it’s the 1st breakthrough case in Korea after getting the Johnson &amp;…,Mon Jun 28 13:13:08 +0000 2021,malaysia,0.2,0.2,Positive
Dividend Returns ,,,,,
$1,000 in $JNJ is $24 ,,,,
$1,000 in $AB is $65,,,,
1,000 in $ET is $68,,,,
$1,000 in $QYLD is $112,,,,
"What are you holding?""",Mon Jun 28 13:13:31 +0000 2021,Hit the link 👉🏻,0.0,0.0,Neutral
Sunggyu is getting too much attention because they assume it’s the 1st breakthrough case in Korea after getting the Johnson &amp;…,Mon Jun 28 13:13:44 +0000 2021,panamá,0.2,0.2,Positive
[Thread] 1. How many JnJ/Pfizer jabs has SA received? ,,,,,
JnJ 300 000 (17 Jun) + 1, 253, 600 (24 Jun) = 1, 553, 600,
"Pfizer 3…""",Tue Jun 29 13:11:37 +0000 2021,The Motherland,0.5,0.5,Positive
[Thread] 1. How many JnJ/Pfizer jabs has SA received? ,,,,,
JnJ 300 000 (17 Jun) + 1, 253, 600 (24 Jun) = 1, 553, 600,
"Pfizer 3…""",Tue Jun 29 13:11:48 +0000 2021,"Pretoria, South Africa 🇿🇦",0.5,0.5,Positive
[Thread] 1. How many JnJ/Pfizer jabs has SA received? ,,,,,
JnJ 300 000 (17 Jun) + 1, 253, 600 (24 Jun) = 1, 553, 600,
"Pfizer 3…""",Tue Jun 29 13:11:51 +0000 2021,South Africa,0.5,0.5,Positive
"EMA has approved a scale-up of the manufacturing capacity at the site in Leiden, the Netherlands for the production of COVID-…",Fri Jul 02 15:56:33 +0000 2021,"Aragón, España",0.0,0.0,Neutral
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 15:56:49 +0000 2021,Dublin & Kells ( sometimes),0.6,0.8,Positive
Great to see the government take on  suggestion to give 18-35 year old Janssen vaccines through pharmacies ,,,,,
"Fr…""",Fri Jul 02 15:56:53 +0000 2021,Cabinteely,0.45,0.475,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:09:08 +0000 2021,Ireland,0.6,0.8,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:09:19 +0000 2021,"Dublin City, Ireland",0.6,0.8,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:09:23 +0000 2021,Dublin,0.6,0.8,Positive
[Thread] 1. How many JnJ/Pfizer jabs has SA received? ,,,,,
JnJ 300 000 (17 Jun) + 1, 253, 600 (24 Jun) = 1, 553, 600,
"Pfizer 3…""",Wed Jun 30 18:11:12 +0000 2021,Bassonia Estate,0.5,0.5,Positive
3. How many JnJ and Pfizer doses do we have left? ,,,,,
By 5pm on June 28 ,,,,,
7, 430, 510 (all the doses we’ve received) - 2," 308…""",Wed Jun 30 18:11:16 +0000 2021,Bassonia Estate
4. How many more COVID19 jab doses are coming? ,,,,,
Q 3 8, 519, 940 Pfizer doses; 9, 100, 000 JnJ,
Q 4 6, 996," 600 Pfizer; 19…""",Wed Jun 30 18:11:18 +0000 2021,Bassonia Estate,0.5
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:12:25 +0000 2021,"Abuja, Nigeria",0.55,0.7000000000000001,Positive
". The HSE has today resumed publication of detailed vaccination data, after a pause since May 11, due to the cybe…",Thu Jul 01 10:12:35 +0000 2021,Dublin Ireland,0.1375,0.5625,Positive
Very good progress by  in the delivery of COVID-19 vaccine. Well done by all those involved.,Thu Jul 01 10:12:47 +0000 2021,Cork,0.9099999999999999,0.7800000000000001,Positive
Janssen             Lose Yourself by Eminem,,,,,
                   🤝,,,,,
"     You only get one shot""",Fri Jul 02 20:01:25 +0000 2021,Dublin,0.0,1.0,Neutral
"2. Early lab data shows that the JnJ vaccine works against both the Beta and Delta variants, but better against the DeltaVa…",Fri Jul 02 20:01:27 +0000 2021,"Johannesburg, South Africa",0.3,0.4,Positive
3. Do we need to boost the JnJ vaccine with a second shot (currently you only get one shot)? Not yet. Data shows that an imm…,Fri Jul 02 20:01:38 +0000 2021,"Johannesburg, South Africa",0.0,0.4666666666666666,Neutral
"[Thread] 1. Glenda Gray,   How effective are different COVID vaccines @ the Beta variant (B.1.351)?",,,,,
* JnJ 64%,,,,,
"* Nov…""",Fri Jul 02 07:54:44 +0000 2021,"Rustenburg, South Africa",0.3,0.7,Positive
"'As of Monday pharmacies, about 750 pharmacies around the country, will begin vaccinatiing people 18-34 with Janssen' Minister…",Fri Jul 02 07:54:47 +0000 2021,Dublin,0.0,0.0,Neutral
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 07:54:50 +0000 2021,"Galway,Ireland",0.375,0.875,Positive
Nice to have this work out there after all the effort from the Janssen team,Tue Jun 29 13:17:01 +0000 2021,Newcastle upon Tyne,0.6,1.0,Positive
New opportunities for growth and innovation are emerging in SaudiArabia’s 🇸🇦 life sciences and healthcare sector! ,,,,,
"Discover the…""",Tue Jun 29 13:17:01 +0000 2021,الرياض,0.17045454545454544,0.45454545454545453,Positive
MISA and Janssen Pharmaceuticals Companies sign an MOU to enhance innovation in SaudiArabia's healthcare and life sciences sect…,Tue Jun 29 13:17:04 +0000 2021,الرياض,0.0,0.0,Neutral
Janssen,,,,,
178k delivered," c 72k administered. 100k available for administration to all ages via pharmacy network wit…""",Tue Jun 29 16:06:55 +0000 2021,Dublin,0.4,0.4
July capacity,,,,,
Complete 2nd dose from June plus,,,,,
AZ complete 2nd dose only, no visibility of other supply,,,,
"Janssen C…""",Tue Jun 29 16:06:56 +0000 2021,Dublin,0.012500000000000002,0.3625,Positive
"I have re-evaluated my all-time crushes given my age of 34 and it’s hands down, Famke Janssen. Period.",Tue Jun 29 16:07:10 +0000 2021,"Austin, Texas",-0.15555555555555559,0.2888888888888889,Negative
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 11:41:18 +0000 2021,Dublin,0.0,0.4,Neutral
This is pretty cool for the J&amp;J vaccine. A single dose strategy that maintains high titers against the delta variant (…,Fri Jul 02 11:41:32 +0000 2021,italy,0.17214285714285715,0.6010714285714285,Positive
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 11:41:33 +0000 2021,Dublin City,0.0,0.0,Neutral
This is pretty cool for the J&amp;J vaccine. A single dose strategy that maintains high titers against the delta variant (…,Fri Jul 02 11:44:27 +0000 2021,"Austin,Texas",0.17214285714285715,0.6010714285714285,Positive
J&amp;J confirmed affective against Delta (as well as the others which were known to be effective some time ago!),Fri Jul 02 11:44:28 +0000 2021,"New Delhi, India",0.575,0.9,Positive
Janssen             Lose Yourself by Eminem,,,,,
                   🤝,,,,,
"     You only get one shot""",Fri Jul 02 11:44:36 +0000 2021,"Waterford, Ireland",0.0,1.0,Neutral
