text,date,location,polarity,subjectivity,classification
FINALLY,Fri Jul 02 07:56:08 +0000 2021,Belfast/Dublin,0.0,1.0,Neutral
Excellent news. I've done a lot of giving out about the reopening delay this week. But I think this move makes the…,Fri Jul 02 07:56:12 +0000 2021,"Dublin City, Ireland",1.0,1.0,Positive
"Was going to do the J&amp;J news later, as it's actually the same info I presented yesterday, but need to correct some mistake…",Fri Jul 02 08:06:57 +0000 2021,Milky Way,0.0,0.075,Neutral
This is very welcome news,Fri Jul 02 08:07:02 +0000 2021,"Limerick, Not a bad auld city",1.0,1.0,Positive
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 08:07:06 +0000 2021,"Dublin City, Ireland",0.0,0.0,Neutral
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 08:07:06 +0000 2021,Dublin,0.0,0.4,Neutral
Admittedly a bit miffed that at 38 I'll be last. But I've also sent this news to all my under-35 pals cos I love th…,Fri Jul 02 08:07:07 +0000 2021,Dublin,0.25,0.3333333333333333,Positive
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:07:09 +0000 2021,"Cork, via Waterford",0.375,0.875,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:13:27 +0000 2021,Your Ears,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:13:32 +0000 2021,Calaber,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:13:34 +0000 2021,"Lagos, Nigeria",0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:13:42 +0000 2021,Nigeria,0.55,0.7000000000000001,Positive
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:13:51 +0000 2021,Mars,0.55,0.7000000000000001,Positive
$SPCE surges on July 11 flight w/ Richard Branson on board but pares gains,,,,,
"$IBM slides as president steps down…""",Fri Jul 02 20:00:01 +0000 2021,For a free 2-week trial click,0.0,0.0,Neutral
I really love what Morata provides in buildup and ball retention but the only thing that he has above Vincent Janss…,Fri Jul 02 20:00:02 +0000 2021,Estados Unidos,0.16666666666666666,0.5666666666666668,Positive
"Today, we authorized the use, under the EUA for the Janssen COVID19 vaccine, of an additional batch of vaccine drug substance…",Fri Jul 02 20:00:16 +0000 2021,"Gainesville, FL",0.0,0.0,Neutral
"5. Data from the Sisonke study that will be released soon, shows real-word effectiveness of the JnJ vaccine and that it wor…",Fri Jul 02 20:00:18 +0000 2021,"Johannesburg, South Africa",0.0,0.0,Neutral
"[Thread] 1. Glenda Gray,   How effective are different COVID vaccines @ the Beta variant (B.1.351)?",,,,,
* JnJ 64%,,,,,
"* Nov…""",Fri Jul 02 20:00:23 +0000 2021,"Johannesburg, South Africa",0.3,0.7,Positive
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:47:02 +0000 2021,éire - sí/í,0.375,0.875,Positive
Important info for those aged 18-34 🛑,,,,,
"From Monday 5th July those aged 18-34 will be able to seek access for a Jans…""",Fri Jul 02 08:47:02 +0000 2021,Cork,0.17500000000000002,0.60625,Positive
"In mid July, subject to supplies those aged 18-34 will be able to register for an AstraZeneca or Janssen vaccine fr…",Fri Jul 02 08:47:03 +0000 2021,Cork,0.058333333333333334,0.33958333333333335,Positive
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 08:47:03 +0000 2021,Ireland,0.0,0.4,Neutral
When I tell you I dropped EVERYTHING. STICK IT IN MY EYE LET'S GO,Fri Jul 02 08:47:03 +0000 2021,"Dublin City, Ireland",0.0,0.0,Neutral
😭 finally,Fri Jul 02 08:47:07 +0000 2021,Bed/School,0.0,1.0,Neutral
Janssen             Lose Yourself by Eminem,,,,,
                   🤝,,,,,
"     You only get one shot""",Fri Jul 02 11:42:55 +0000 2021,"Dublin City, Ireland",0.0,1.0,Neutral
"Johnson &amp; Johnson (JNJ.N) said late Thursday that its single-shot COVID-19 vaccine generated strong, persistent activit…",Fri Jul 02 11:43:09 +0000 2021,Canada,0.06666666666666665,0.6666666666666666,Positive
People aged 18 to 34 can get a Janssen single-dose COVID-19 vaccine in a pharmacy from Monday 5 July. For more information and…,Fri Jul 02 11:43:10 +0000 2021,"Dublin City, Ireland",0.2,0.45,Positive
Janssen             Lose Yourself by Eminem,,,,,
                   🤝,,,,,
"     You only get one shot""",Fri Jul 02 11:43:23 +0000 2021,"Dublin, Ireland, he/him",0.0,1.0,Neutral
J&amp;J Positive New Data for Johnson &amp; Johnson Single-Shot COVID-19 Vaccine on Activity Against Delta Variant and Long-lasti…,Fri Jul 02 11:43:24 +0000 2021,地球🌏日本japan・東京tokyo,0.18181818181818182,0.5,Positive
"In classic government fashion, sloppy communication comes for both bad and good news. 💉🛫🏝",Fri Jul 02 07:57:34 +0000 2021,"Dublin, Ireland",-0.06249999999999997,0.5458333333333334,Negative
Well that’s good news! 🎉,,,,,
"Happy Friday )""",Fri Jul 02 07:57:35 +0000 2021,"Longford, Ireland",0.8375,0.8,Positive
"Acting Minister of Health, Mmamoloko Kubayi on COVID19 vaccine deliveries ",,,,,
1. We're expecting 2.1 Pfizer doses in July,,,,,
"2.…""",Fri Jul 02 07:57:38 +0000 2021,Johannesburg,0.0,0.0,Neutral
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 07:57:38 +0000 2021,"Co. Laois, Ireland",0.375,0.875,Positive
"Might not be the greatest vaccine but this is much needed, only one dose as well",Fri Jul 02 07:57:40 +0000 2021,Ireland,0.39999999999999997,0.7333333333333334,Positive
. Look at this 👇,Fri Jul 02 07:57:51 +0000 2021,"Dublin, Ireland & Florida.",0.0,0.0,Neutral
Just spoke in the Seanad to support the outdoordining civil law bill &amp; to welcome this important announcement on vaccina…,Fri Jul 02 11:52:24 +0000 2021,Dublin Bay North,0.6000000000000001,0.95,Positive
Janssen             Lose Yourself by Eminem,,,,,
                   🤝,,,,,
"     You only get one shot""",Fri Jul 02 11:52:27 +0000 2021,"Dublin, Ireland",0.0,1.0,Neutral
"Hard to find news for traders, by traders on floor of NYSE  provided with membership in…",Fri Jul 02 11:52:32 +0000 2021,"Texas, USA",-0.2916666666666667,0.5416666666666666,Negative
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 11:52:34 +0000 2021,|bi| |she/her| |ireland| |21|,0.0,0.0,Neutral
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 11:52:43 +0000 2021,|bi| |she/her| |ireland| |21|,0.375,0.875,Positive
Signing up for my Janssen vaccine today. One step closer to normal life,Fri Jul 02 11:38:28 +0000 2021,Dublin,0.15,0.6499999999999999,Positive
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 11:38:39 +0000 2021,"Meath, Ireland",0.0,0.4,Neutral
I put together a list of pharmacies offering Janssen vaccines to 18-34 year olds from next Monday - I compiled this…,Fri Jul 02 11:38:41 +0000 2021,Dublin,0.0,0.0,Neutral
Ireland's (getting vaccines into) arms race against DeltaVariant received two doses of good news today; ,,,,,
"💉18-34 y…""",Fri Jul 02 11:38:42 +0000 2021,"Dublin City, Ireland",0.7,0.6000000000000001,Positive
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 11:38:44 +0000 2021,"Dublin City, Ireland",0.375,0.875,Positive
Important info for those aged 18-34 🛑,,,,,
"From Monday 5th July those aged 18-34 will be able to seek access for a Jans…""",Fri Jul 02 08:42:28 +0000 2021,Cork,0.17500000000000002,0.60625,Positive
"In mid July ,subject to supplies those aged 18-34 will be able to register for an AstraZeneca or Janssen vaccine fr…",Fri Jul 02 08:42:29 +0000 2021,Cork,0.058333333333333334,0.33958333333333335,Positive
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 08:42:32 +0000 2021,Ireland,0.0,0.0,Neutral
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 08:42:34 +0000 2021,"South Dublin, Ireland",0.0,0.0,Neutral
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 08:42:51 +0000 2021,Dublino,0.0,0.0,Neutral
Big news this morning as Health Minister Stephen Donnelly announces a significant acceleration of our vaccine progr…,Fri Jul 02 07:57:58 +0000 2021,"Ennis, Co Clare, Ireland",0.1875,0.4875,Positive
Good news. Can't wait for my turn.,Fri Jul 02 07:58:14 +0000 2021,"Durban, South Africa",0.7,0.6000000000000001,Positive
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 07:58:15 +0000 2021,"Dublin, Ireland",0.0,0.4,Neutral
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 07:58:19 +0000 2021,Dublin,0.0,0.4,Neutral
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 07:58:22 +0000 2021,Dublin,0.375,0.875,Positive
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:45:56 +0000 2021,dublin/edinburgh,0.375,0.875,Positive
"From Monday, 5 July 2021, people aged 18 - 34 can choose to get vaccinated with the single-shot Janssen from their loca…",Fri Jul 02 08:45:56 +0000 2021,"Donegal, Ireland",-0.1,0.4,Negative
This is great except,,,,,
"1.Pharmacies weren't aware of this &amp; lots shut down their online registration forms this morn…""",Fri Jul 02 08:46:00 +0000 2021,"Clondalkin, Dublin",0.29814814814814816,0.42962962962962964,Positive
"This is a great development, potential of community pharmacies being realised in the roll out of the vaccination pr…",Fri Jul 02 08:46:08 +0000 2021,"Mayo, Ireland",0.4,0.875,Positive
Fantastic news,Fri Jul 02 08:46:15 +0000 2021,DUBAI . UAE.,0.4,0.9,Positive
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 08:04:36 +0000 2021,"Galway, Ireland",0.0,0.4,Neutral
Glad the govt have taken my request on board and given young people an opportunity to get their vaccine in pharmacies…,Fri Jul 02 08:04:37 +0000 2021,Dublin,0.3,0.7,Positive
"Being between 30-34 is currently the best position, because we can register for the J&amp;J one from Monday &amp; for the P…",Fri Jul 02 08:04:40 +0000 2021,"Cabra West, Dublin, Ireland",0.5,0.35,Positive
None available in Dublin 8?? Classist scum👍🏽,Fri Jul 02 08:04:43 +0000 2021,"Dublin City, Ireland",0.4,0.4,Positive
Me annoying the staff of all the Boots stores I live near asking for a vaccine,Fri Jul 02 08:04:45 +0000 2021,Cork / Corcaigh,-0.1878787878787879,0.6,Negative
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 07:58:34 +0000 2021,Kerry💚,0.0,0.4,Neutral
"💉 Community pharmacies can begin issuing Janssen vaccines to 18-34-year-olds from MONDAY,  tells …",Fri Jul 02 07:58:36 +0000 2021,Ireland,0.0,0.0,Neutral
"They just sent out a press release about tomorrow’s data, it’s very positive. 85% ag…",Fri Jul 02 07:58:38 +0000 2021,UK,0.29545454545454547,0.7090909090909091,Positive
I think I might actually cry 🥺,Fri Jul 02 07:58:52 +0000 2021,"Waterford, Ireland",0.0,0.1,Neutral
"'As of Monday pharmacies, about 750 pharmacies around the country, will begin vaccinatiing people 18-34 with Janssen' Minister…",Fri Jul 02 07:58:53 +0000 2021,"Carrigaline, Co. Cork, ireland",0.0,0.0,Neutral
"OnThisDay in 1988, The person that Frankie wants Jennifer to stay away from has made friends with Jennifer to atte…",Mon Jun 28 13:18:20 +0000 2021,𝑊𝑖𝑠𝑐𝑜𝑛𝑠𝑖𝑛,0.2,0.1,Positive
"Senior Scientist, NMR Spectroscopy, the Analytical Characterization team at Ethicon, part of the Johnson &amp; Johnson Medical Devi…",Mon Jun 28 13:18:21 +0000 2021,"Chicago, IL",0.0,0.0,Neutral
Sunggyu is getting too much attention because they assume it’s the 1st breakthrough case in Korea after getting the Johnson &amp;…,Mon Jun 28 13:18:21 +0000 2021,♥ : INFINITE 彡 ASTRO,0.2,0.2,Positive
Why are ppl in the quotes happy because he’s the first ??? This isn’t the shit to be proud of for being number 1,Mon Jun 28 13:18:31 +0000 2021,Ifnt✨Kyungsoo✨Rosé✨Marvel✨,0.41250000000000003,0.7833333333333333,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:24:00 +0000 2021,Rwanda,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:24:01 +0000 2021,Everywhere,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:24:14 +0000 2021,Africa,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:24:19 +0000 2021,Gauteng & KZN,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:32:57 +0000 2021,"not lost, NYC",0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:33:03 +0000 2021,Afrika,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:33:07 +0000 2021,Calaber,0.6,0.9,Positive
Football jerseys 21/22 season,,,,,
🏷 ₦4500,,,,,
Send a dm to order,,,,,
☎️ 08032685322,,,,,
Delivery is nationwide 🇳🇬,,,,,
Kindly help me Retweet 🙏,,,,,
"…""",Thu Jul 01 10:33:18 +0000 2021,Lagos,0.6,0.9,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:06:34 +0000 2021,Dubliner,0.6,0.8,Positive
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 12:06:35 +0000 2021,"Barrowhouse, Laois",0.0,0.0,Neutral
"Stephen Donnelly 205k doses of Janssen due here in July, and 285k in August, all of which will now be available for younger…",Fri Jul 02 12:06:39 +0000 2021,Ireland,0.1375,0.3875,Positive
"Just for clarity, Louisa, the Janssen vaccine is now ava…",Fri Jul 02 12:06:45 +0000 2021,"Dublin & Galway, Ireland",0.0,0.0,Neutral
Why did Eminem get the Janssen vaccine? Because he only gets one shot,Fri Jul 02 12:06:47 +0000 2021,Ireland,0.0,1.0,Neutral
"Oh good. It’s like last night’s leftovers, we can freeze it for a while before we dump it",Fri Jul 02 19:54:27 +0000 2021,New Orleans,0.35,0.33333333333333337,Positive
"Moderna, J&amp;J to make up bulk of Germany's 2022 extra vaccine purchases - ministry paper",,,,,
"3.9b€ / 204m doses for 2022 in🇩🇪…""",Fri Jul 02 19:54:32 +0000 2021,"Barcelona, España",0.0,0.1,Neutral
Ireland's vaccination programme is not where the Government hoped it would be at this point.,,,,,
"Hence moves to vaccinate 18-3…""",Fri Jul 02 19:54:35 +0000 2021,"South East Cork, Munster, ROI",0.0,0.0,Neutral
3. 300 000 JnJ vaccines have been administered so far in the basic education sector. Second Pfizer vaccinations started on…,Fri Jul 02 19:54:50 +0000 2021,"Johannesburg, South Africa",0.03333333333333333,0.375,Positive
"Moderna, J&amp;J to make up bulk of Germany's 2022 extra vaccine purchases - ministry paper",,,,,
"3.9b€ / 204m doses for 2022 in🇩🇪…""",Fri Jul 02 11:55:34 +0000 2021,33 - France,0.0,0.1,Neutral
Fun fact Missy’s has said many times that she had to learn this poem on the fly. No preparation or anything.,,,,,
"Many…""",Fri Jul 02 11:55:42 +0000 2021,𝑊𝑖𝑠𝑐𝑜𝑛𝑠𝑖𝑛,0.5333333333333333,0.5333333333333333,Positive
$JNJ (+0.3% pre) Johnson &amp; Johnson says single shot COVID vaccine protects against Delta variant,Fri Jul 02 11:55:47 +0000 2021,"Chicago, IL",-0.07142857142857142,0.21428571428571427,Negative
Janssen             Lose Yourself by Eminem,,,,,
                   🤝,,,,,
"     You only get one shot""",Fri Jul 02 11:55:50 +0000 2021,"Dublin, Ireland",0.0,1.0,Neutral
If I may ask your relentless pursuit on the usage of only JnJ in the country will it helps with the curren…,Thu Jul 01 10:39:39 +0000 2021,Pretoria,0.0,1.0,Neutral
Dutch update,,,,,
- DeltaVariant now dominant, infections will start rising by mid-July. ,,,,
"- Youngsters who take Janssen va…""",Thu Jul 01 10:39:47 +0000 2021,Worldwide,0.0,0.0,Neutral
"Good morning,",,,,,
I sell Jerseys of all clubs with free customization of 5 letters at ₦5000,,,,,
Send a dm to order,,,,,
"☎️ 08067171…""",Thu Jul 01 10:39:50 +0000 2021,Durban South Africa,0.55,0.7000000000000001,Positive
21/22 player edition jerseys 🔊🔊🔊,,,,,
Sizes * S - XL,,,,,
🏷 ₦10,000 with full customization ,,,,
📌Kaduna/Nwide delivery 🇳🇬,,,,,
"Dm or ☎️ WhatsAp…""",Thu Jul 01 10:39:52 +0000 2021,"Kaduna, Nigeria",0.35,0.55,Positive
Janssen             Lose Yourself by Eminem,,,,,
                   🤝,,,,,
"     You only get one shot""",Fri Jul 02 11:59:57 +0000 2021,Ireland,0.0,1.0,Neutral
Under 35s can opt in for a one-shot Janssen vaccine in 750 pharmacies across the country from Monday. People betwee…,Fri Jul 02 12:00:12 +0000 2021,"The Marina, Malahide",0.0,0.0,Neutral
This is pretty cool for the J&amp;J vaccine. A single dose strategy that maintains high titers against the delta variant (…,Fri Jul 02 12:00:16 +0000 2021,London,0.17214285714285715,0.6010714285714285,Positive
"Johnson &amp; Johnson (JNJ.N) said late Thursday that its single-shot COVID-19 vaccine generated strong, persistent activit…",Fri Jul 02 12:00:22 +0000 2021,"Arlington, VA",0.06666666666666665,0.6666666666666666,Positive
"Now that NIAC advice allows COVID19vaccine Janssen for under 40s, pharmacists look forward to HSE aligning their v…",Tue Jun 29 13:27:32 +0000 2021,"Dublin & Galway, Ireland",0.0,0.0,Neutral
Halo! the unroll you asked for [Thread] 1. How many JnJ/Pfizer jabs has SA received? JnJ 300 000……,Tue Jun 29 13:27:32 +0000 2021,Wherever threads are written..,0.5,0.5,Positive
My son got JNJ. I think I'm going to suggest he get MRNA now. It's available on walk in basis where we live.,Tue Jun 29 13:27:37 +0000 2021,"Illinois, USA",0.2681818181818182,0.45,Positive
"Too many Norwegians are getting the Janssen vaccine, according to a 🇳🇴 vaccine researcher. He sees ‘no reasons that can j…",Tue Jun 29 13:27:45 +0000 2021,"Rio de Janeiro, Brazil",0.5,0.5,Positive
"LATEST VaccineRollOutSA stats (5pm, 30 Jun) ",,,,,
Fun fact Today we crossed the 3-million mark for doses administered,,,,,
"1. Tota…""",Wed Jun 30 18:07:27 +0000 2021,South Africa,0.4,0.55,Positive
"LATEST VaccineRollOutSA stats (5pm, 30 Jun) ",,,,,
Fun fact Today we crossed the 3-million mark for doses administered,,,,,
"1. Tota…""",Wed Jun 30 18:07:31 +0000 2021,"Sandton, South Africa",0.4,0.55,Positive
"LATEST VaccineRollOutSA stats (5pm, 30 Jun) ",,,,,
Fun fact Today we crossed the 3-million mark for doses administered,,,,,
"1. Tota…""",Wed Jun 30 18:07:36 +0000 2021,Johannesburg,0.4,0.55,Positive
$GTOR Shadow Gaming’s new portal  has been launched and is one of the most comprehensive gam…,Wed Jun 30 18:07:36 +0000 2021,California USA,0.3181818181818182,0.4772727272727273,Positive
Collateral effects from the vaccine?,,,,,
Headache ❌,,,,,
Fever ❌,,,,,
A mustache ✅,,,,,
😅😅😅😅,,,,,
"collateraleffect janssen onedose…""",Fri Jul 02 20:09:32 +0000 2021,Brazil,0.0,0.0,Neutral
"The question of whether people should boost their JNJ vaccine with an mRNA shot is a hot one, but the neutralizing data show t…",Fri Jul 02 20:09:38 +0000 2021,"Wisconsin, USA",0.25,0.8500000000000001,Positive
Its the most wonderful Mug with Color Inside  T Shirts hoodies JnJGiftsnCrafts JnJ Gifts…,Fri Jul 02 20:09:39 +0000 2021,"Indianapolis, Indiana",0.75,0.75,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 20:09:50 +0000 2021,"Limerick, Ireland",0.6,0.8,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 19:55:55 +0000 2021,"Dublin, Ireland",0.6,0.8,Positive
"Moderna, J&amp;J to make up bulk of Germany's 2022 extra vaccine purchases - ministry paper",,,,,
"3.9b€ / 204m doses for 2022 in🇩🇪…""",Fri Jul 02 19:56:02 +0000 2021,"Chipiona, España",0.0,0.1,Neutral
"this article fails to cite where they got the info from and doesn't provide numbers, so here y'all go…",Fri Jul 02 19:56:07 +0000 2021,"Alexandria, VA",-0.5,0.3,Negative
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 19:56:17 +0000 2021,Ireland,0.6,0.8,Positive
J&amp;J confirmed affective against Delta (as well as the others which were known to be effective some time ago!),Fri Jul 02 11:34:57 +0000 2021,Enby (they/them),0.575,0.9,Positive
"In this roll out, from what I've seen, pharmacies are mainly Janssen, vaccine centres are AZ?",,,,,
"But t…""",Fri Jul 02 11:35:03 +0000 2021,Ireland,0.16666666666666666,0.3333333333333333,Positive
Anyone complaining they don’t want the janssen vaccine clearly has never had a shit dinner and been told you’ll take what you’re given,Fri Jul 02 11:35:21 +0000 2021,"Cork, Ireland",-0.049999999999999996,0.5916666666666667,Negative
funny how none of the pharmacies on the hse list i called this morning knew anythin…,Fri Jul 02 11:35:22 +0000 2021,halfway there,0.25,1.0,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:08:29 +0000 2021,"Cork, Ireland",0.6,0.8,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:08:33 +0000 2021,Dun Laoghaire-Rathdown,0.6,0.8,Positive
"Johnson &amp; Johnson reported yesterday that their vaccine is effective against the Delta variant, even eight months after in…",Fri Jul 02 12:08:46 +0000 2021,"Cardiff, Wales",0.6,0.8,Positive
Stocks making the biggest moves in the premarket  $SPCE $DNUT $APO $JNJ $X $VZ $TSLA $GSK $PNC,Fri Jul 02 12:08:50 +0000 2021,"Chicago, IL",0.0,0.0,Neutral
Jack and Jennifer’s wedding ceremony. How can I forget to put that 🤦🏼‍♀️ JnJ Days,Fri Jul 02 11:45:26 +0000 2021,𝑊𝑖𝑠𝑐𝑜𝑛𝑠𝑖𝑛,0.0,0.0,Neutral
🚨Three Portarlington pharmacies are now listed on the HSE website offering the Janssen single-dose COVID-19 vaccine…,Fri Jul 02 11:45:36 +0000 2021,Portarlington,0.0,0.0,Neutral
Seeing understandable hesitancy about Janssen (J&amp;J) vs waiting for mRNA vaccines. But just for reassurance,,,,,
"- J&amp;J is highly…""",Fri Jul 02 11:45:48 +0000 2021,Dublin/Dún na nGall,0.0,0.0,Neutral
"Are you aged between 18-34 and want to work as a waiter without dying? If so, register for Janssen on Monday",Fri Jul 02 11:45:50 +0000 2021,the egde of my seat,-0.1,0.4,Negative
ℹ️💉 Here are the pharmacies currently stocking the Janssen vaccine - though you may want to check if they’ll take appointmen…,Fri Jul 02 12:05:06 +0000 2021,Ireland Is Where I Call Home,0.0,0.4,Neutral
People aged 18 to 34 can get a Janssen single-dose COVID-19 vaccine in a pharmacy from Monday 5 July. For more information and…,Fri Jul 02 12:05:08 +0000 2021,Ireland,0.2,0.45,Positive
"From Monday, 5 July 2021, people aged 18 - 34 can choose to get vaccinated with the single-shot Janssen from their loca…",Fri Jul 02 12:05:11 +0000 2021,"Sligo, Ireland",-0.1,0.4,Negative
Programme acceleration DeltaVariant,,,,,
"Under-35s may be offered one-shot Janssen vaccine""",Fri Jul 02 12:05:17 +0000 2021,Estados Unidos,0.0,0.0,Neutral
". From next Monday, people aged 18-34 can register with pharmacies to opt-in for the Janssen single-dose vaccine.",Fri Jul 02 08:43:55 +0000 2021,Dublin,-0.05,0.2,Negative
Glad the govt have taken my request on board and given young people an opportunity to get their vaccine in pharmacies…,Fri Jul 02 08:43:59 +0000 2021,"Dublin, Ireland",0.3,0.7,Positive
Significant acceleration of our vaccine programme ,,,,,
"* 18-34-year-olds can begin to access Janssen vaccine in pharmaci…""",Fri Jul 02 08:44:03 +0000 2021,"South Dublin, Ireland",0.375,0.875,Positive
⚡️ Pharmacies can begin issuing Janssen vaccines to 18-34 year olds from Monday.,,,,,
" on Morning Ireland""",Fri Jul 02 08:44:22 +0000 2021,"Galway, Ireland",0.0,0.0,Neutral
[Thread] 1. How many JnJ/Pfizer jabs has SA received? ,,,,,
JnJ 300 000 (17 Jun) + 1, 253, 600 (24 Jun) = 1, 553, 600,
"Pfizer 3…""",Tue Jun 29 13:09:30 +0000 2021,📍🇦🇺,0.5,0.5,Positive
Life Stinks Ceramic Mug  hoodies sweatshirt Coffee Mugs JnJ Gifts JnJGiftsnCrafts Etsy…,Tue Jun 29 13:09:38 +0000 2021,"Indianapolis, Indiana",-0.6,0.5,Negative
3. How many JnJ and Pfizer doses do we have left? ,,,,,
By 5pm on June 28 ,,,,,
7, 430, 510 (all the doses we’ve received) - 2," 308…""",Tue Jun 29 13:09:39 +0000 2021,south africa
4. How many more COVID19 jab doses are coming? ,,,,,
Q 3 8, 519, 940 Pfizer doses; 9, 100, 000 JnJ,
